sentenceA	sentenceB	label
Und du bist die Minderheit und du bist fest damit, aber ähm	Sie sind keine Minderheit.	contradiction
Ihre humane Gesellschaft erbringt nicht nur effektive gemeinschaftlich-soziale Dienstleistungen für Tiere und ihre Menschen, sondern dient auch als Zwinger der Stadt Nashua.	Die Humane Society kümmert sich jährlich um 1000 Tiere.	neutral
"Hallo PC-Freunde, ich habe letzte Woche XP neu installiert. Heute ist mir aufgefallen das die CPU-Auslastung
            immer zwischen 60% und 80% liegt obwohl im Taskmanager der Lerlaufprozess mit 90-99% angezeigt wird. Kann es
            vieleicht sein das im Taskmanager nicht alle Programme erfasst werden(währe mir neu) oder könnte vieleicht
            ein Virus, Trojaner sein der diese ununterbrochen hohe Auslastung bewirkt? Vobei mein Antivirusprogramm
            (Awast) keinen Virus oder ähnliches erkennt. Kann mir da vieleicht jemand helfen voran das liegen kann. Gruß
            Micha
        "	Mein Computer stürtzt ständig ab wenn ich ihn defragmentieren will.	contradiction
"Wie stelle ich es an dass das Board dauerhaft auf GB Lan schaltet? Ich brauche es zwar nur wenn das NAS läuft
            aber einmal am Tag mache ich das Backup und wenn ich das NAS nach dem PC einschalte,wird max. 100mps
            aktiviert. Unter Eigenschaften der Netzwerkkarte ist '' Auto Negotiation '' eingeschaltet. Oder muß ich da
            im Bios noch was einstellen? Gruß
        "	Mit Avira lässt sich eine Datei nicht löschen.	contradiction
Und, ähm, sie hörten tatsächlich auf, die Familie zu besuchen, weil sie gerade waren, nur bestimmt, dass sie weiß werden würden.	Sie hörten auf, die Familie zu besuchen, als die Rassenunruhen begannen.	neutral
[Diese Nation wurde] in Freiheit erschaffen und Prämisse gewidmed dass alle Menschen gleich erschaffen sind.	Manche Leute glaubten, dass alle Menschen gleich sind.	entailment
Die Anspielung, dass Hillary Rodham Clinton von Prinzessin Diana etwas lernen könnte, war so faszinierend, dass ich auf Margaret Carlsons Hillary und Di klicken musste.	Hillary Rodham Clinton könnte von Prinzessin Diana lernen.	entailment
Wir versuchen nur herauszufinden was los ist.	Wir versuchen zu verstehen was passiert.	entailment
Wertänderungen der Drehungen an den Ecken, die die Flächen und Volumen des Tetraeders verändern, können als Deformierung der Geometrie betrachtet werden, so dass er sich anders windet.	Das Volumen des Tetraeders ist immer das gleiche.	contradiction
Wir würden dort reingehen.	Wir würden niemals rein gehen.	contradiction
Meine Schwester sagt mir immer wieder, sie sagt: Manchmal bist du genau wie Oma, du behandelst die Leute aus den falschen Gründen falsch.	Meine Schwester sagte, ich war nicht immer nett.	entailment
Weißt du, meine Kinder sind Überflieger, sie sind echt gut und ich glaube, nein, er lernt auch von den älteren Jungen, aber	Ich bin sehr stolz darauf, wie viel meine Kinder wissen.	neutral
Sowohl Minister Powell als auch Minister Rumsfeld scheinen von der DCI bereits zu diesen Themen informiert worden zu sein.	Sie wurden über den derzeitigen Status zweier Einsatzträgergruppen im Mittelmeer informiert.	neutral
Eine Möglichkeit, die Antwort zu finden besteht darin, mit einem anderen zu beginnen. Wie viel wert hatte die Information von Ames für die Sowjets?	Es kann mehrere Lösungswege geben.	entailment
Im Namen von Präsident Bush freue ich mich darauf, in Zukunft mit Ihnen zusammenzuarbeiten.	Ich arbeite zusammen mit Präsident Bush.	entailment
Tagge sie oder alles was du tust. Du tust es alles selbst. Sie sagen dir, was zu tun ist, aber du tust es alles selbst.	Sie geben gute Anweisungen um wie man zu Werke geht.	neutral
"Hallo Folgendes Problem, der CPU ist bei 100%. Wo die Auslastung liegt, lässt sich nicht erkennen im Task.
            Spy und Virenprogramm AV lässt sich nicht starten. AVcenter ist keine zulässige win32 anwendung u.s.w.
            Soundkarte gibt keine Musik mehr von sich. Nur die Windows Töne. Treiber lässt sich auch nicht mehr
            installieren. Online Virenscan, wie hier beschrieben, geht nur in Zeitlupe, wegen des CPU. Bisher wurde der
            Beagle Virus gefunden. Tool installiert. Abgesicherter Modus geht aber nicht , trotz mehrerer Versuche. Was
            nun? Vielen Dank für die Antwort schon jetzt!
        "	Ich erhalte nach dem Update meines BIOS eine Fehlermeldung, soll ich den PC neu starten?	contradiction
Mitglieder von Autoclubs werden als Clubber bezeichnet, sie konkurrieren um Trophäen, fahren in Autocaravans und nehmen oft an Spendenveranstaltungen teil.	Mitglieder von Autovereinen fahren nicht.	contradiction
Es sind, ähm, ungefähr zwanzig Minuten	Es sind etwa zwanzig Minuten.	entailment
also es sah sehr scharf aus.	Der Entwurf war scheußlich.	contradiction
Hazmi's Mitbewohner hat sich daran erinnert das er um diese Zeit unerklärte reisen zum San Diego Flughafen gemacht hat.	Hazmis Mitbewohnerin hat eine gute Erinnerung.	entailment
"Hallo, ich habe Probleme mit dem Trojaner '' TR/Virtumod.WS '' . Antivir gibt mir circa alle 5 Minuten eine
            Trojanerwarnung, in der besagt wird, dass die Datei '' jkkjjgd.dll '' im System32-Ordner der besagte
            Trojaner ist. Löschen etc. hilft nicht. Der Trojaner bewirkt, dass sich ständig PopUps mit dem Internet
            Explorer öffnen, auch wenn die Seiten geblockt werden. Ich hoffe auf baldige Hilfe! MfG derknueppel
        "	"Seit ich verschiedene Softwares auf meinem PC eingerichtet habe befindet sich auf meiner Nutzeroberfläche
            eine Datei, die sich nicht löschen lässt.
        "	contradiction
"Hallo Folgendes Problem, der CPU ist bei 100%. Wo die Auslastung liegt, lässt sich nicht erkennen im Task.
            Spy und Virenprogramm AV lässt sich nicht starten. AVcenter ist keine zulässige win32 anwendung u.s.w.
            Soundkarte gibt keine Musik mehr von sich. Nur die Windows Töne. Treiber lässt sich auch nicht mehr
            installieren. Online Virenscan, wie hier beschrieben, geht nur in Zeitlupe, wegen des CPU. Bisher wurde der
            Beagle Virus gefunden. Tool installiert. Abgesicherter Modus geht aber nicht , trotz mehrerer Versuche. Was
            nun? Vielen Dank für die Antwort schon jetzt!
        "	Die Datensicherung über einen Asus EZ Backup Controller führt zum Stillstand des Rechners.	contradiction
Okay und haben die gute Lasagne	Ihre Lasagne ist super wegen der scharfen Würstchen die sie benutzen.	neutral
Scars of Venus - Ein Auschlag, welcher durch sekundäre Syphilis hervorgerufen wird.	Es gibt keine Symptome von Syphilis.	contradiction
Gott wird nur als der Gott der Natur erwähnt, kraft dessen jedes Volk Anspruch auf eine getrennte und gleiche Stellung in der Gemeinschaft der Nationen hat	Menschen sind nie gleich.	contradiction
Ja, wir haben zwischen dem Ehepartner und mir sechs	Mein Ehemann und ich haben sechs davon.	entailment
"Hi Leute, Also wenn ich mein Pc starte kommt ganz normal alles wie es komme muss aufeinmal steht dann da.
            American Megatrends (das steht als überschrift da) 3rd Master Hard Disk: S.M.A.R.T. Status Bad, Backup and
            Replace Press F1 to Resume wenn ich dann F1 drücke fährt er sich wie gewohnt rauf zur auswahl der
            Benutzerkonten .. Was bedeutet das ? habe dieses Problem seit ein paar Tagen, liegt es vl dran da ich ein
            bischen an meine Pc gerüttelt habe ? denn irgend ein Kabel streifte irgend einen Ventilator ..
        "	Die zentrale Platine des Computers soll permanent auf Gigabit Ethernet gestellt werden.	contradiction
"Hallo Folgendes Problem, der CPU ist bei 100%. Wo die Auslastung liegt, lässt sich nicht erkennen im Task.
            Spy und Virenprogramm AV lässt sich nicht starten. AVcenter ist keine zulässige win32 anwendung u.s.w.
            Soundkarte gibt keine Musik mehr von sich. Nur die Windows Töne. Treiber lässt sich auch nicht mehr
            installieren. Online Virenscan, wie hier beschrieben, geht nur in Zeitlupe, wegen des CPU. Bisher wurde der
            Beagle Virus gefunden. Tool installiert. Abgesicherter Modus geht aber nicht , trotz mehrerer Versuche. Was
            nun? Vielen Dank für die Antwort schon jetzt!
        "	"Der Virenscanner Antivir bringt laufend Fehlermeldungen wegen erkannter Trojaner, und der Internet Explorer
            zeigt am laufenden Band Popup Fenster.
        "	contradiction
Sie haben möglicherweise von mir gehört. Kapitän Calverley starrte mich an.	Kapitän Calverley starrte.	entailment
Als örtliche Gastgeberorganisation für den Nationalrat der internationalen Besucher, das Südafrika-Praktikantentenprogramm und das chinesische medizinische Praktikantenprogramm, hat das Zentrum 1999 über 100 Gäste in Mitten von Indiana empfangen.	Das Zentrum sagte, dass keine Besucher kommen können.	contradiction
"Hallo, folgende Frage: Kann es passieren, dass ein Trojaner/Virus oder ähnliches Schadprogramm sich heimlich
            aufs Mainboard flasht (also eine veränderte Firmware), und selbst nach OS-Neuinstallation dann wieder das
            System infiziert ? Und falls das passieren kann: Ist es nur von Windows aus möglich (also ein Schadprogramm,
            dass von Windows aus agiert), oder könnte es auch über Ubuntu passieren (falls das Schadprogramm root-Rechte
            erlangt) ? Wenn man zu 100% sicher sein will, muss man dann sein das Mainboard austauschen ?
        "	"Bei der Datenübertragen von einem externen USB-Festplatte auf den internen Speicher friert der Computer
            ein.
        "	contradiction
"System Error Fixer bietet ein Spywareprogramm an, es öffnen sich unerwünschte Seiten auf dem Mozilla Firefox
            Browser, z.B. QUELLE.de , aber auch Handy- und sogar Sex-Seiten. Habe diese Probleme seit ca. 2 Wochen;
            gestern große Reinigungsaktion gestartet: 1. Ad-Aware, 2. SpyBot-S & D, 3. Bit-Defender, 4. Stinger, und
            jetzt bin ich beim HiJackThis angekommen. Kann mit den Log-Files nichts anfangen , werde sie versuchen zu
            posten und hoffe sehr auf Hilfe. Danke schon mal im Voraus! Logfile of Trend Micro HijackThis v2.0.2 [edit]
            bitte editiere zukünftig deine links, wie es dir u.a. hier angezeigt wird: Aktive Links und persönliche
            Informationen in HJT Log-Files danke GUA [LinkImg:(URL) [/edit]
        "	Während dem Hochfahren des Computers, zeigt dieser einen Fehler an.	contradiction
Drittens brauchte der Höllenfeuergefechtskopf, der vom Raubtier getragen wurde, Arbeit.	Hellfire, führte Predator fort, es wäre eventuell gut wenn wir bald gehen.	neutral
"System Error Fixer bietet ein Spywareprogramm an, es öffnen sich unerwünschte Seiten auf dem Mozilla Firefox
            Browser, z.B. QUELLE.de , aber auch Handy- und sogar Sex-Seiten. Habe diese Probleme seit ca. 2 Wochen;
            gestern große Reinigungsaktion gestartet: 1. Ad-Aware, 2. SpyBot-S & D, 3. Bit-Defender, 4. Stinger, und
            jetzt bin ich beim HiJackThis angekommen. Kann mit den Log-Files nichts anfangen , werde sie versuchen zu
            posten und hoffe sehr auf Hilfe. Danke schon mal im Voraus! Logfile of Trend Micro HijackThis v2.0.2 [edit]
            bitte editiere zukünftig deine links, wie es dir u.a. hier angezeigt wird: Aktive Links und persönliche
            Informationen in HJT Log-Files danke GUA [LinkImg:(URL) [/edit]
        "	Die USB-Anschlüsse gehen nicht mehr und der passende Treiber lässt sich nicht installieren.	contradiction
Wenn der Sand sich anhäuft, erreicht er schließlich den Ruhewinkel für Sand und erstreckt sich auch bis zu den Grenzen des Tisches.	Der Sand wird von einem Bulldozer geschaufelt.	neutral
Lokale Zeitungen und die wenigen einflussreichen Satelliten-Radiosender, wie zum Beispiel al Jazeera bestätigen oft die Ansichten der Djihadisten, welches die Vereinigten Staaten von Amerika als anti-muslimisch darstellt.	Alle amerikanischen Zeitungen müssen pro-muslimisch klingen.	contradiction
Solltest du auf Linux umsteigen?	Linux ist ein besseres Betriebssystem.	neutral
"Hallo , da mein Pc (4200+ x², 4 Gb Ram) mit dem Catalyst 8.6 beim Starten oft Bluescreens verursachte, wollte
            ich mit dem @bios tool das f5 bios aufspielen. dabei brach das programm mit '' alloc kernel memory failure
            '' ab. ich habe darauf nod32 vollständig runtergeschmissen. (soll wohl das flashen nicht erlauben) nun lief
            das programm einmal langsam bis auf 100%, er hat also etwas geflasht. nach erreichen der 100% kommt nun
            selbiger fehler wie oben, sodass ich im moment etwas angst habe, den rechner neu zustarten. könnt ihr mir
            einen tip geben, was ich nun tun soll? mfg
        "	"Bei der Datenübertragen von einem externen USB-Festplatte auf den internen Speicher friert der Computer
            ein.
        "	contradiction
Ein Wedeln des Schweifes oder Schwanzflosse, und es ist weg.	Es ist furchtlos und wird von nichts bewegt werden.	contradiction
Sie werden in der Lage sein an der Seite der High rollers, am roulette oder Crabs-tisch, zu spielen oder ein paar Münzen in die slot maschinen zu werfen.	Sie können um Geld spielen.	entailment
Die schroffen Berge der Serra de Tramuntana fallen hier so steil zum Meer hin ab, dass es nur wenige Einstiegspunkte und nur einen einzigen Hafen entlang der Küste gibt.	Die Berge machen es schwer Häfen zu bauen.	entailment
"Hallo all e zusammen. Mein Virenprogramm AntiVir hat ein Trojanisches Pferd in meinem System entdeckt. Es
            fragt mich was ich damit machen will und wenn ich auf löschen klicke erscheint es das nächste Mal wieder.
            Auch wenn ich andere kostenlose Virenprogramme benutze, finde ich den Trojaner zwar, aber in diesem Moment
            kommt wieder dieses Fenster von AntiVir und fragt mich was ich damit machen will. Dann drücke ich löschen
            und das Virenprgramm sucht normal weiter, ohne den Trojaner zu beachten. Wer kann mir sagen wie ich diesen
            Trojaner löschen kann? Wo er ist weiß ich ja schon. Vielen Dank im Voraus Pedro
        "	Die Prozessorauslastung ist bei 100% und Antivirenprogramme funktionieren nicht.	contradiction
ja, eine Gruppe mit Spezialinteresse	Die Gruppe ist an vielen verschiedenen Jobs interessiert.	contradiction
Das engagierte Fachpersonal unter der Leitung von Philip Zelikow hat unzählige Stunden zur Fertigstellung dieses Berichts beigetragen und andere wichtige Aufgaben aufseite gestellt, um diese alles ergreifende Aufgabe zu übernehmen.	Philip Zelikow hatte zwanzig Mitarbeiter in seinem Team.	neutral
Sie finden das Brehan Museum (der Art Deco und Art Nouveau gewidmet) in einer ehemaligen Infanteriebarracke, gegenüber des Ägyptischen Museum.	Das Museum befindet sich in der Nähe des Ägyptischen Museums.	entailment
Texas betrachtet die verschiedenen Bildungsformen als kostengünstig in seinem Medicaid-Programm.	Texas glaubt, dass die diversen Ausbildungsformen vorteilhaft sind.	entailment
Und sie so, aber du musst hierhin schauen, schau hierhin, sie gibt mir drei verschiedene Stellen wo ich im Computer nachschauen soll.	Sie sagte mir, die Ordner würden auf dem Schreibtisch sein.	neutral
Tuen Sie das nicht, bei Gott! Und wie würden Sie es sonst nennen? Aber als Stellvertretender Gouverneur seiner Majestät in Jamaika werde ich mich beurlauben, um Ihren Fehler auf meine Weise zu korrigieren.	Ein Mann erzählte dem anderen, dass er seine Arbeit perfekt erledigt hatte und dass jegliche Fehler seine eigene Schuld seien.	contradiction
Wir brauchen diese zusätzlichen Ressourcen, um unsere Bemühungen zur weiteren Stärkung des GAO fortzusetzen und eine Vorbildorganisation für den Rest der föderalen Regierungs- und Verantwortlichkeitsorganisationen auf der ganzen Welt zu sein.	Wir wollen GAO stärker machen.	entailment
Wenn wir denken, dass wir durch einen bestimmten Blick auf die Welt gebunden sind, der 1787, 1791 oder 1868 vorherrschte, dann sollten wir entscheiden, wessen Gefühle wichtig sind.	Niemand war damit einverstanden, die Welt wie sie 1787 war nachzustellen.	contradiction
Ich schätze ihre Berücksichtigung und hoffe das Sie dieses Jahr an der jährlichen Kampagne teilnehemen.	Ich will dein Geld nicht!	contradiction
"Wie stelle ich es an dass das Board dauerhaft auf GB Lan schaltet? Ich brauche es zwar nur wenn das NAS läuft
            aber einmal am Tag mache ich das Backup und wenn ich das NAS nach dem PC einschalte,wird max. 100mps
            aktiviert. Unter Eigenschaften der Netzwerkkarte ist '' Auto Negotiation '' eingeschaltet. Oder muß ich da
            im Bios noch was einstellen? Gruß
        "	Es wird bei einem BIOS-Update ein Fehler gemeldet.	contradiction
"Hallo PC-Freunde, ich habe letzte Woche XP neu installiert. Heute ist mir aufgefallen das die CPU-Auslastung
            immer zwischen 60% und 80% liegt obwohl im Taskmanager der Lerlaufprozess mit 90-99% angezeigt wird. Kann es
            vieleicht sein das im Taskmanager nicht alle Programme erfasst werden(währe mir neu) oder könnte vieleicht
            ein Virus, Trojaner sein der diese ununterbrochen hohe Auslastung bewirkt? Vobei mein Antivirusprogramm
            (Awast) keinen Virus oder ähnliches erkennt. Kann mir da vieleicht jemand helfen voran das liegen kann. Gruß
            Micha
        "	Auf meinem Computer hat sich ein Virus eingenistet	contradiction
Lokale Zeitungen und die wenigen einflussreichen Satelliten-Radiosender, wie zum Beispiel al Jazeera bestätigen oft die Ansichten der Djihadisten, welches die Vereinigten Staaten von Amerika als anti-muslimisch darstellt.	Manche Zeitungen verbreiten Moslemfeindliche Rhetorik.	entailment
Ah, die vierte Klasse hat echt Spaß gemacht.	Ich mochte die vierte Klasse.	entailment
Linda Hardwick Entwicklungsdirektorin &amp;	Link Harwick, Entwicklung	neutral
Es gibt keine Anzeichen dafür, dass Atta oder Shehhi irgendeine zusätzliche Flugausbildung im Juni bekommen haben.	Wir vermuten nicht, dass Atta und Shehi im Juni das Flugtraining fortgesetzt haben.	entailment
Feuerwehrgruppen mit Leiterfahrzeug in Bereitschaft bestehen aus einem Kapitän oder Leutnant und fünf Feuerwehrmännern.	Feuerwehrtrupps mit Drehleitern wurden immer von einem Kommandanten geführt.	contradiction
Beschreibungen der Wetback-Erfahrung wurden aufgezeichnet und in Corridos (Balladen) und Romanen erzählt.	Es gab kein Schreiben, das Beschreibungen der Wetback-Erfahrung beinhaltet.	contradiction
"Hallo Leute! Ein Bekannter von mir hat folgendes Problem: Immer wenn er mit Kaspersky seine Festplatte auf
            Viren überprüft bekommt er einen Blue Screen mit Error 77 bzw. 77a angezeigt. Er hat gehört das dieses auf
            eine defekte Festplatte hinweist. Allerdings erreicht sein Prozessor unter Last 67°C und das Problem tritt
            auch sporadisch bei Spielen und im Sommer wenn das Dachgeschoss ohnehin schon warm ist auf. Habt Ihr dort
            eine Idee bzw. Lösungsvorschlag um den Fehler zu beheben? Mfg wiesenpieper
        "	Das Starten meines Rechners dauert zu lange und ein Fehler wird gemeldet.	contradiction
"Hi Leute, Also wenn ich mein Pc starte kommt ganz normal alles wie es komme muss aufeinmal steht dann da.
            American Megatrends (das steht als überschrift da) 3rd Master Hard Disk: S.M.A.R.T. Status Bad, Backup and
            Replace Press F1 to Resume wenn ich dann F1 drücke fährt er sich wie gewohnt rauf zur auswahl der
            Benutzerkonten .. Was bedeutet das ? habe dieses Problem seit ein paar Tagen, liegt es vl dran da ich ein
            bischen an meine Pc gerüttelt habe ? denn irgend ein Kabel streifte irgend einen Ventilator ..
        "	"Mein Computer stürtzt ab nachdem er 5 bis 10 Minuten zum Hochfahren gebraucht hat. Komponenten: Intel
            Q6600,Asus 1gb,WD 160gb,Gforce 8800GTX,Win-XP,PS3 PC
        "	contradiction
"Hallo , da mein Pc (4200+ x², 4 Gb Ram) mit dem Catalyst 8.6 beim Starten oft Bluescreens verursachte, wollte
            ich mit dem @bios tool das f5 bios aufspielen. dabei brach das programm mit '' alloc kernel memory failure
            '' ab. ich habe darauf nod32 vollständig runtergeschmissen. (soll wohl das flashen nicht erlauben) nun lief
            das programm einmal langsam bis auf 100%, er hat also etwas geflasht. nach erreichen der 100% kommt nun
            selbiger fehler wie oben, sodass ich im moment etwas angst habe, den rechner neu zustarten. könnt ihr mir
            einen tip geben, was ich nun tun soll? mfg
        "	Vista warnt mich bei der Ausführung eines Programmes vor schädlicher Software.	contradiction
Und er war, mein Großvater war kein netter Mensch	Mein Opa war ein Idiot.	entailment
Man muss sehr vorsichtig sein, Etymologien vorzuschlagen, die den Ursprung eines Wortes der Verspieltheit zuschreiben, oder sie entpuppen sich oft als Volksetymologien und völlig leer von allem, was mehr ist als leere Spekulation.	Neue Etymologien sind sehr heikel einzuführen.	neutral
rechts, rechts, geh nicht durch die ganzen neun Yards und	Du musst durch dem ganzen Ding gehen.	contradiction
Für weitere Informationen wähle (213) 623-2489 an Wochentagen zwischen 9:00 und 17:00 Uhr.	Die Telefonleitung ist an Wochentagen besetzt.	entailment
Aber sie war nicht herausgekommen, denn ihr Rücken war ihm zugewandt, und sie bewegte sich in die gleiche Richtung.	Niemals drehte sie sich um, um ihn anzuschauen.	neutral
"hi, Mein pc ist eigentlich ganz in ordung funkioniert ganz gut auser das wenn ich defragmentieren moechte, er
            immer obstuerzt, und von alleine wider hoch faehrt. Was kann ich tun damit ich defragmentieren kann ohne das
            es bei der haelfte ab stuertzt? und warum stuerzt er immer ab . habe auch schon einene wirenscan
            durchgenomen und er sagt das ich keinen virus oder so was habe. vielen lieben dank schon mal im vorraus
        "	Auf meinem Computer hat sich ein Virus eingenistet	contradiction
und es machte mir immernoch angst	Es verängstigte mich nicht.	contradiction
Die gängige Meinung diese Woche in Washington ist, dass junge Autoren wie Glass, die durchdrehen, Mitleid verdienen, weil das System sie unter Druck setzt, Meister zu werden, bevor sie Gesellen sind.	Glass ist ein Autor.	entailment
Mit diesen Sprung, kann ein regulärer Kristall nicht viele Informationen decodieren.	Es gibt andere Kristallarten, die nützlich sind um geographische Informationen mittels Laser Strahlen zu entziffern.	neutral
"Hallo PC-Freunde, ich habe letzte Woche XP neu installiert. Heute ist mir aufgefallen das die CPU-Auslastung
            immer zwischen 60% und 80% liegt obwohl im Taskmanager der Lerlaufprozess mit 90-99% angezeigt wird. Kann es
            vieleicht sein das im Taskmanager nicht alle Programme erfasst werden(währe mir neu) oder könnte vieleicht
            ein Virus, Trojaner sein der diese ununterbrochen hohe Auslastung bewirkt? Vobei mein Antivirusprogramm
            (Awast) keinen Virus oder ähnliches erkennt. Kann mir da vieleicht jemand helfen voran das liegen kann. Gruß
            Micha
        "	Bei eigentlich nicht infizierten Webseiten, schlägt der Trendmicro Virenscanner Alarm.	contradiction
In die Debatten über die Rechte der Metzger in New Orleans vor dem Supreme Court, wurden der Begriff der Staatsbürgerschaft und ihre Privilegien zum Interessenvertreter für alle verbleibenden Sehnsüchte, um die Rechte der Nation auszudrücken.	Das Oberste Gericht hörete sich die Schlachter an.	entailment
"Wie stelle ich es an dass das Board dauerhaft auf GB Lan schaltet? Ich brauche es zwar nur wenn das NAS läuft
            aber einmal am Tag mache ich das Backup und wenn ich das NAS nach dem PC einschalte,wird max. 100mps
            aktiviert. Unter Eigenschaften der Netzwerkkarte ist '' Auto Negotiation '' eingeschaltet. Oder muß ich da
            im Bios noch was einstellen? Gruß
        "	ich habe Treiber installiert und nun funktioniert die Kontrolle des USB nicht mehr richtig.	contradiction
Sigmund Freud ist nicht schuldlos.	Freud ist total unschuldig.	contradiction
Ein Schlüsselinstrument welches jede Firma verwendete um gewähr zu leisten, dass die Konstruktion des Produkts stabil am ende der Integrationsphase war, war eine Demonstration welche zeigte,dass das Design die Anforderungen erfüllt.	Jeder Firmenschlüssel ist anders.	neutral
Ywischen 1936 und 1940 war Griechenland unter der Militärdiktatur von Ioannis Metaxas, an den man sich dafür erinnert, dass er ein dröhendes Echo als Antwort auf Mussolinis Ultimatum sich zu ergeben in Jahre 1940.	Griechenland ist eines der Länder in der Welt, die einen Diktator hatten.	entailment
"CPU:Intel Q6600 Board:ASUS maximus extreme Ram:1gb osx Fp:Westerndigital 160gb s-ata Gk:Geforce 8800GTX
            Windows XP PS3 Ich habe heute alles zusammengebaut, aber aheb folgende probleme... 1.Der PC brauch ca
            5-10min zum booten. 2.Nach dem Starten hängt der pc sich ständig auf. 3.Bei dem Prog Pobre2 wird angezeigt
            der die Dram & Dram ref zu niedrig sind 4.beim booten wird ''Pri Master Hard Disk : S.M.A.R.T. Status
            BAD, Backup and Replace Press F1 to Resume.'' wenn ich denn F1 drücke fährt der pc weiter hoch. MFG (bitte
            um schnelle antwort)
        "	"Wenn ich beim Hochfahren vom S.M.A.R.T die Anzeige ""Bad, Backup and Replace bekomme, was soll mir das
            sagen?
        "	entailment
Auf die Zitrone und Ananas der Bahamas waren große Hoffnungen gesetzt worden, die ebenso im Sande verliefen.	Obwohl die Ananas gut schmeckte war die Lieferung zu teuer um es auf dem Markt zu bringen.	neutral
Einige der PAPD Offiziere, einschließlich des PAPD ESU Teams, sind auch den Südturm hinauf gestiegen.	Jeder Offizier trug über zwanzig Pfund Ausrüstung an sich.	neutral
Das engagierte Fachpersonal unter der Leitung von Philip Zelikow hat unzählige Stunden zur Fertigstellung dieses Berichts beigetragen und andere wichtige Aufgaben aufseite gestellt, um diese alles ergreifende Aufgabe zu übernehmen.	Philip Zelikow und seine Mitarbeiter haben viele Stunden damit verbracht, den Bericht vorzubereiten.	entailment
Wir sind keine echten Naturforscher oder so etwas, aber ähm	Eines Tages wollen wir bestrebt um Naturalisten zu sein, aber momentan sind wir nicht.	neutral
Wenn wir unsere Preise niedrig halten, müssen wir zu Ihnen, unserem Publikum, kommen und Sie um einen kleinen Beitrag bitten, damit wir unser Ziel einhalten können.	Ihre Beiträge helfen uns, die Preise niedrig zu halten.	entailment
Wie auch immer, Ich habe also schluss gemacht und bin um 6.30 heim gekommen, das war mein Tag.	Ich habe mich dazu entschieden mittags nach Hause zu kommen und mir den Rest des Tages frei zu nehmen.	contradiction
Oh, was menschliches Leben wert ist und ob du jemanden rehabilitieren kannst oder nicht	Jedes Leben ist es wert eine Reha zu machen und eine zweite Chance zu bekommen.	neutral
"Hi Leute, Also wenn ich mein Pc starte kommt ganz normal alles wie es komme muss aufeinmal steht dann da.
            American Megatrends (das steht als überschrift da) 3rd Master Hard Disk: S.M.A.R.T. Status Bad, Backup and
            Replace Press F1 to Resume wenn ich dann F1 drücke fährt er sich wie gewohnt rauf zur auswahl der
            Benutzerkonten .. Was bedeutet das ? habe dieses Problem seit ein paar Tagen, liegt es vl dran da ich ein
            bischen an meine Pc gerüttelt habe ? denn irgend ein Kabel streifte irgend einen Ventilator ..
        "	Die Datensicherung über einen Asus EZ Backup Controller führt zum Stillstand des Rechners.	contradiction
Natürlich ist nicht jeder Tippfehler auf ein verborgenes unbewusstes Motiv des Schriftsetzers zurückzuführen.	Bei der weiteren Untersuchung der Druckfehler können die unbewussten Motive von Schriftsetzern aufgedeckt werden.	neutral
weder noch verändert die Demokratisierung die unterliegende Realität der internationalen Geography.	Jeder kann sehen, dass die Wirklichkeit der internationalen Geographie hart ist.	neutral
"Hallo, folgende Frage: Kann es passieren, dass ein Trojaner/Virus oder ähnliches Schadprogramm sich heimlich
            aufs Mainboard flasht (also eine veränderte Firmware), und selbst nach OS-Neuinstallation dann wieder das
            System infiziert ? Und falls das passieren kann: Ist es nur von Windows aus möglich (also ein Schadprogramm,
            dass von Windows aus agiert), oder könnte es auch über Ubuntu passieren (falls das Schadprogramm root-Rechte
            erlangt) ? Wenn man zu 100% sicher sein will, muss man dann sein das Mainboard austauschen ?
        "	Beim Aufrufen des p5q deluxe Sammelthreads bekomme ich eine Virenmeldung.	contradiction
Experten sagen oft, dass die Geschichte von den Gewinnern geschrieben wird.	Experten sagen, dass Menschen, die im Lotto gewinnen, die Geschichte schreiben.	neutral
Man zögert und verwendet diesen Ausdruck, wenn man sich in einer Umgebung von ungewohnter Eleganz befindet, wie zum Beispiel wenn man ein Aperitif in einem eleganten Restaurant schlürft, mit einer Schar von Kellnern in Smokings.	Dieser Ausdruck wird nur in besonders vornehmen Situationen verwendet.	entailment
Ähm, sie haben also gerade die Stadt verlassen und sie, sie hat ihre Schwester nie wieder gesehen, ihre Schwester nie wieder gesehen.	Sie sah ihre Schwester jeden Tag.	contradiction
Bei Ausbruch des Krieges wurde Kanadas Ruf, Einwanderer und Flüchtlinge aus der ganzen Welt aufzunehmen, durch die Blockade von Kommunisten und Juden aus Hitlers Deutschland getrübt.	Kanada war dafür bekannt, Einwanderer und Flüchtlinge willkommen zu heißen.	entailment
